"GRPSORT","SNAME","COMMON_NAME","AUTHOR","SYNONYMY","ALTSYN","GRANK","SRANK","FEDSTAT","SPROT","TRK"
"VAS","Polygonum glaucum","Sea-beach Knotweed","<i>Polygonum glaucum</i> Nutt.","","","G3","S2","","","Rare List"
"NB","Polytrichastrum alpinum var. alpinum","Alpine haircap moss","<i>Polytrichastrum alpinum</i> (Hedw.) G.L. Sm. var. <i>alpinum</i>","","","G5TNR","SH","","","Rare List"
"NB","Polytrichastrum appalachianum","Appalachian Haircap Moss","<i>Polytrichastrum appalachianum</i> (L. E. Anderson) G. L. Smith","","","G3","S1","","","Rare List"
"NB","Polytrichastrum formosum var. densifolium","A haircap moss","<i>Polytrichastrum formosum </i>(Hedw.) G. L. Sm. var. <i>densifolium</i> (Mitten) Z. Iwatsuki & A. Noguchi","","","G5TNR","SH","","","Rare List"
"VAS","Populus tremuloides","Quaking Aspen","<i>Populus tremuloides</i> Michx.","","","G5","S1","","","Rare List"
"NL","Porpidia lowiana","A boulder lichen","<i>Porpidia lowiana</i> Gowan","","","G4G5","S1","","","Rare List"
"NL","Porpidia tuberculosa","A boulder lichen","<i>Porpidia tuberculosa</i> (Sm.) Hertel & Knoph","","","G2G4","S1","","","Rare List"
"VAS","Portulaca smallii","Small's Purslane","<i>Portulaca smallii</i> P. Wilson","","","G3","S1","","","Rare List"
"VAS","Potamogeton amplifolius","Bigleaf Pondweed","<i>Potamogeton amplifolius</i> Tuckerman","","","G5","S1","","","Rare List"
"VAS","Potamogeton bicupulatus","Snailseed pondweed","<i>Potamogeton bicupulatus</i> Fern.","","","G4","S1","","","Rare List"
"VAS","Potamogeton friesii","Fries' pondweed","<i>Potamogeton friesii</i> Rupr.","","","G5","SH","","","Rare List"
"VAS","Potamogeton hillii","Hill's Pondweed","<i>Potamogeton hillii</i> Morong","","","G3","S1","","","Rare List"
"VAS","Potamogeton oakesianus","Oakes' pondweed","<i>Potamogeton oakesianus</i> J.W. Robbins","","","G5","S1","","","Rare List"
"VAS","Potamogeton robbinsii","Flatleaf Pondweed","<i>Potamogeton robbinsii</i> Oakes","","","G5","SH","","","Rare List"
"VAS","Potamogeton spirillus","Spiral Pondweed","<i>Potamogeton spirillus</i> Tuckerman","","","G5","SH","","","Rare List"
"VAS","Potamogeton strictifolius","Straightleaf pondweed","<i>Potamogeton strictifolius</i> Benn.","","","G5","SH","","","Rare List"
"VAS","Potamogeton tennesseensis","Tennessee Pondweed","<i>Potamogeton tennesseensis</i> Fern.","","","G2G3","S1","","","Rare List"
"VAS","Potamogeton zosteriformis","Flatstem Pondweed","<i>Potamogeton zosteriformis</i> Fern.","","","G5","S1","","","Rare List"
"VAS","Prunus maritima","Beach plum","<i>Prunus maritima</i> Marsh.","","","G4","S1?","","","Rare List"
"VAS","Prunus nigra","Canada Plum","<i>Prunus nigra</i> Ait.","","","G5","S1?","","","Rare List"
"VAS","Prunus susquehanae","Susquehanna sand cherry","<i>Prunus susquehanae</i> hort. ex Willd.","<i>Prunus pumila</i> var. <i>susquehanae</i>","","G5T4T5","S1","","","Rare List"
"NB","Pseudobryum cinclidioides","River thyme moss","<i>Pseudobryum cinclidioides</i> (Hub.) T. Kop.","","","G5","S1","","","Rare List"
"VAS","Pseudognaphalium helleri","Heller's cudweed","<i>Pseudognaphalium helleri</i> (Britt.) A. Anderb.","","","G4G5","S1","","","Rare List"
"VAS","Pseudognaphalium macounii","Clammy everlasting","<i>Pseudognaphalium macounii</i> (Greene) Kartesz","<i>Gnaphalium viscosum</i>","","G5","S1","","","Rare List"
"VAS","Pseudognaphalium micradenium","Small rabbit tobacco","<i>Pseudognaphalium micradenium</i> (Weatherby) Nesom","","","G4G5T3?","S1","","","Rare List"
"VAS","Pseudolycopodiella caroliniana","Carolina bog clubmoss","<i>Pseudolycopodiella caroliniana</i> (Linnaeus) Holub","<i>Lycopodiella caroliniana</i>","","G4","SH","","","Rare List"
"NL","Psilolechia clavulifera","A lichen","<i>Psilolechia clavulifera</i> (Nyl.) Coppins","","","GNR","S1","","","Rare List"
"VAS","Puccinellia fasciculata","Eastern alkali grass","<i>Puccinellia fasciculata</i> (Torr.) Bickn.","","","G3G5","SH","","","Rare List"
"NL","Punctelia graminicola","A lichen","<i>Punctelia graminicola</i> (B. de Lesd.) Egan","","","GNR","S1","","","Rare List"
"VAS","Pycnanthemum clinopodioides","Basil Mountain-mint","<i>Pycnanthemum clinopodioides</i> Torr. & Gray","","","G1G2","S1","","","Rare List"
"VAS","Pycnanthemum setosum","Awned Mountain-mint","<i>Pycnanthemum setosum</i> Nutt.","","","G4","S1","","","Rare List"
"VAS","Pycnanthemum torreyi","Torrey's Mountain-mint","<i>Pycnanthemum torreyi</i> Benth.","","","G2","S2","","LT","Rare List"
"VAS","Pyrola chlorantha","Green pyrola","<i>Pyrola chlorantha</i> Sw.","<i>Pyrola virens</i>","","G5","SH","","","Rare List"
"VAS","Pyrola elliptica","Shinleaf","<i>Pyrola elliptica</i> Nutt.","","","G5","S1","","","Rare List"
"VAS","Pyxidanthera barbulata","Common pyxie-moss","<i>Pyxidanthera barbulata</i> Michx.","","","G4","S1","","","Rare List"
"VAS","Quercus hemisphaerica","Sand laurel oak","<i>Quercus hemisphaerica</i> Bartr. ex Willd.","","","G5","S1","","","Rare List"
"VAS","Quercus incana","Bluejack oak","<i>Quercus incana</i> Bartr.","","","G5","S2","","","Rare List"
"VAS","Quercus macrocarpa","Bur Oak","<i>Quercus macrocarpa</i> Michx.","","","G5","S1","","","Rare List"
"VAS","Quercus prinoides","Dwarf Chinquapin Oak","<i>Quercus prinoides</i> Willd.","","","G5","S1","","","Rare List"
"VAS","Ranunculus ambigens","Water-plantain crowfoot","<i>Ranunculus ambigens</i> S. Wats.","","","G2","S1","","","Rare List"
"VAS","Ranunculus flabellaris","Yellow Water Crowfoot","<i>Ranunculus flabellaris</i> Raf.","","","G5","S2","","","Rare List"
"VAS","Ranunculus hederaceus","Ivy-leaved water crowfoot","<i>Ranunculus hederaceus</i> L.","","","G5","SH","","","Rare List"
"VAS","Ranunculus laxicaulis","Mississippi Buttercup","<i>Ranunculus laxicaulis</i> (Torr. & Gray) Darby","","","G5?","SH","","","Rare List"
"VAS","Ranunculus longirostris","Long-beaked buttercup","<i>Ranunculus longirostris</i> Godr.","<i>Ranunculus aquatilis</i> var. <i>diffusus</i>","","G5","SH","","","Rare List"
"VAS","Rhexia petiolata","Fringed meadow beauty","<i>Rhexia petiolata</i> Walt.","","","G5?","S1","","","Rare List"
"VAS","Rhododendron arborescens","Sweet azalea","<i>Rhododendron arborescens</i> (Pursh) Torr.","","","G4G5","S2","","","Rare List"
"VAS","Rhus michauxii","Michaux's Sumac","<i>Rhus michauxii</i> Sarg.","","","G2G3","S1","LE","LT","Rare List"
"VAS","Rhynchospora alba","Northern white beaksedge","<i>Rhynchospora alba</i> (L.) Vahl","","","G5","S2","","","Rare List"
"VAS","Rhynchospora capillacea","Needle beaksedge","<i>Rhynchospora capillacea</i> Torr.","","","G4G5","S1","","","Rare List"
"VAS","Rhynchospora cephalantha var. attenuata","Small bunched beaksedge","<i>Rhynchospora cephalantha</i> Gray var. <i>attenuata</i> Gale","","","G5T3?","S1","","","Rare List"
"VAS","Rhynchospora colorata","Narrow-leaf whitetop sedge","<i>Rhynchospora colorata</i> (L.) H. Pfeiffer","<i>Dichromena colorata</i>","","G5","S1","","","Rare List"
"VAS","Rhynchospora debilis","Savanna beaksedge","<i>Rhynchospora debilis</i> Gale","","","G4?","S1","","","Rare List"
"VAS","Rhynchospora distans","Narrow-fruited Fasciculate Beaksedge","<i>Rhynchospora distans</i> (Michx.) Chapm.","","","G5T4?","S1","","","Rare List"
"VAS","Rhynchospora fascicularis","Fasciculate Beaksedge","<i>Rhynchospora fascicularis</i> (Michx.) Vahl","","","G5","S2","","","Rare List"
"VAS","Rhynchospora filifolia","Thread-leaved beaksedge","<i>Rhynchospora filifolia</i> Gray","","","G5","SH","","","Rare List"
"VAS","Rhynchospora grayi","Gray's beaksedge","<i>Rhynchospora grayi</i> Kunth","","","G4","SH","","","Rare List"
"VAS","Rhynchospora harveyi","Harvey's beaksedge","<i>Rhynchospora harveyi</i> W. Boott","","","G4","S1","","","Rare List"
"VAS","Rhynchospora miliacea","Millet beaksedge","<i>Rhynchospora miliacea</i> (Lam.) Gray","","","G5","SH","","","Rare List"
"VAS","Rhynchospora nitens","Short-beaked beaksedge","<i>Rhynchospora nitens</i> (Vahl) Gray","<i>Psilocarya nitens</i>","","G4","SH","","","Rare List"
"VAS","Rhynchospora oligantha","Feather-bristled beaksedge","<i>Rhynchospora oligantha</i> Gray","","","G4","S1","","","Rare List"
"VAS","Rhynchospora pallida","Pale beaksedge","<i>Rhynchospora pallida</i> M.A. Curtis","","","G3","SX","","","Rare List"
"VAS","Rhynchospora scirpoides","Long-beaked beaksedge","<i>Rhynchospora scirpoides</i> (Torr.) Gray","<i>Psilocarya scirpoides</i>","","G4","S1","","","Rare List"
"VAS","Rhynchospora stenophylla","Coastal bog beaksedge","<i>Rhynchospora stenophylla</i> Chapman","","","G4","S1","","","Rare List"
"VAS","Rhynchospora wrightiana","Wright's beaksedge","<i>Rhynchospora wrightiana</i> Boeckl.","","","G5","S1","","","Rare List"
"VAS","Ribes americanum","Wild Black Currant","<i>Ribes americanum</i> P. Mill.","","","G5","S1","","","Rare List"
"NB","Riccia dictyospora","A liverwort","<i>Riccia dictyospora</i> M. A. Howe","","","G3?","S1","","","Rare List"
"VAS","Ripariosida hermaphrodita","Virginia sida","<i>Ripariosida hermaphrodita</i> (L.) Weakley &amp; D.B. Poind.","<i>Sida hermaphrodita</i>","","G3","S1","","","Rare List"
"VAS","Rorippa aquatica","Lake Cress","<i>Rorippa aquatica</i> (Eat.) Palmer & Steyermark","<i>Neobeckia aquatica</i>","","G4?","SH","","","Rare List"
"VAS","Rorippa sessiliflora","Stalkless yellow cress","<i>Rorippa sessiliflora</i> (Nutt.) A.S. Hitchc.","","","G5","S2","","","Rare List"
"VAS","Rosa setigera","Climbing prairie rose","<i>Rosa setigera</i> Michx.","","","G5","S1","","","Rare List"
"VAS","Rosa virginiana","Virginia rose","<i>Rosa virginiana</i> P. Mill.","","","G5","SH","","","Rare List"
"VAS","Rubus idaeus ssp. strigosus","Red raspberry","<i>Rubus idaeus</i> L. ssp. <i>strigosus</i> (Michx.) Focke","","","G5T5","S2","","","Rare List"
"VAS","Rubus repens","Dewdrop","<i>Rubus repens</i> (Linnaeus) Kuntze","<i>Dalibarda repens</i>","","G5","S1","","","Rare List"
"VAS","Rubus setosus","Bristly blackberry","<i>Rubus setosus</i> Bigelow","","","G5","S1","","","Rare List"
"VAS","Rudbeckia heliopsidis","Sun-facing Coneflower","<i>Rudbeckia heliopsidis</i> Torr. & Gray","","","G2","S1","","LT","Rare List"
"VAS","Rudbeckia laciniata var. bipinnata","Northern Cut-leaf Coneflower","<i>Rudbeckia laciniata</i> L. var. <i>bipinnata</i> Perdue","","","G5TU","S1","","","Rare List"
"VAS","Rudbeckia triloba var. beadlei","Pinnate-lobed coneflower","<i>Rudbeckia triloba</i> L. var. <i>beadlei</i> (Small) Fern","<i>Rudbeckia triloba</i> var. <i>pinnatiloba</i>","","G5TNR","S1","","","Rare List"
"VAS","Sabatia campanulata","Slender Marsh-pink","<i>Sabatia campanulata</i> (L.) Torr.","","","G4","S2","","","Rare List"
"VAS","Sabatia difformis","Lance-leaved rose-gentian","<i>Sabatia difformis</i> (L.) Druce","","","G4G5","S1","","","Rare List"
"VAS","Sagittaria brevirostra","Midwestern Arrowhead","<i>Sagittaria brevirostra</i> Mackenzie & Bush","","","G5","SH","","","Rare List"
"VAS","Sagittaria calycina","Long-lobed arrowhead","<i>Sagittaria calycina</i> Engelm.","","","G5","S1","","","Rare List"
"VAS","Sagittaria engelmanniana","Engelmann's arrowhead","<i>Sagittaria engelmanniana</i> J.G. Sm.","","","G4","SH","","","Rare List"
"VAS","Sagittaria filiformis","Narrowleaf Arrowhead","<i>Sagittaria filiformis</i> J.G. Sm.","","","G4","SH","","","Rare List"
"VAS","Sagittaria rigida","Sessile-fruited Arrowhead","<i>Sagittaria rigida</i> Pursh","","","G5","S1","","","Rare List"
"VAS","Sagittaria spatulata","Tidal arrowhead","<i>Sagittaria spatulata</i> (J.G. Sm.) Buch.","<i>Sagittaria calycina</i> var. <i>spongiosa</i>","","G5T4","S1","","","Rare List"
"VAS","Salix discolor","Pussy Willow","<i>Salix discolor</i> Muhl.","","","G5","S1","","","Rare List"
"VAS","Salix interior","Sandbar Willow","<i>Salix interior</i> Rowlee","<i>Salix exigua </i>var. <i>sericans</i>","","G5","S1","","","Rare List"
"VAS","Sanguisorba canadensis","Canada Burnet","<i>Sanguisorba canadensis</i> L.","","","G5","S2","","","Rare List"
"VAS","Sarracenia flava","Yellow Pitcher plant","<i>Sarracenia flava</i> L.","","","G5?","S1","","","Rare List"
"VAS","Sarracenia purpurea","Purple pitcher plant","<i>Sarracenia purpurea</i> L.","","","G5","S2","","","Rare List"
"NB","Scapania degenii var. dubia","A liverwort","<i>Scapania degenii</i> Schiffn. Ex K. Mull. var. <i>dubia</i> Schust.","","","G4G5T3?","SH","","","Rare List"
"VAS","Sceptridium jenmanii","Alabama grape fern","<i>Sceptridium jenmanii</i> (Underwood) Lyon","<i>Botrychium jenmanii</i>","","G3G4","SH","","","Rare List"
"VAS","Sceptridium multifidum","Leathery grape fern","<i>Sceptridium multifidum</i> (S.G. Gmelin) M. Nishida","<i>Botrychium multifidum</i>","","G5","S1","","","Rare List"
"VAS","Sceptridium oneidense","Blunt-lobe grape fern","<i>Sceptridium oneidense</i> (Gilbert) Holub","<i>Botrychium oneidense</i>","","G4","S1","","","Rare List"
"NB","Schistidium dupretii","A moss","<i>Schistidium dupretii</i> (Ther.) W.A. Weber","","","GNR","SH","","","Rare List"
"NB","Schistochilopsis incisa","Jagged notchwort","<i>Schistochilopsis incisa</i> (Schrader) Konstantinova","<i>Lophozia incisa</i>","","G5","S1","","","Rare List"
"VAS","Schizachne purpurascens","Purple oatgrass","<i>Schizachne purpurascens</i> (Torr.) Swallen","","","G5","S1","","","Rare List"
"NB","Schlotheimia rugifolia","A Moss","<i>Schlotheimia rugifolia</i> (Hook.) Schwaegr.","","","G3G5","SH","","","Rare List"
"VAS","Schoenoplectiella smithii","Smith's Bulrush","<i>Schoenoplectiella smithii</i> (A. Gray) Hayasaka","<i>Schoenoplectus smithii</i>","","G5?","SH","","","Rare List"
"VAS","Schoenoplectus acutus var. acutus","Hard-stem bulrush","<i>Schoenoplectus acutus</i> (Muhlenberg ex Bigelow) Löve & Löve var. <i>acutus</i>","","","G5T5","S1","","","Rare List"
"VAS","Schoenoplectus etuberculatus","Swamp bulrush","<i>Schoenoplectus etuberculatus</i> (Steudel) Sojak","","","G3G4","SH","","","Rare List"
"VAS","Schoenoplectus subterminalis","Water Bulrush","<i>Schoenoplectus subterminalis</i> (Torr.) Sojak","","","G5","S1","","","Rare List"
"VAS","Schoenoplectus torreyi","Torrey's Bulrush","<i>Schoenoplectus torreyi</i> (Olney) Palla","","","G4","S1","","","Rare List"
"VAS","Schwalbea americana","Chaffseed","<i>Schwalbea americana</i> L.","","","G2","SH","LE","","Rare List"
"VAS","Scirpus ancistrochaetus","Northeastern Bulrush","<i>Scirpus ancistrochaetus</i> Schuyler","","","G3","S2","LE","LE","Rare List"
"VAS","Scirpus flaccidifolius","Reclining Bulrush","<i>Scirpus flaccidifolius</i> (Fern.) Schuyler","","","G2","S1S2","","LT","Rare List"
"VAS","Scleria ciliata var. ciliata","Hairy nutrush","<i>Scleria ciliata</i> Michx. var. <i>ciliata</i>","","","G5TNR","S1","","","Rare List"
"VAS","Scleria flaccida","Flaccid nutrush","<i>Scleria flaccida</i> Steudel.","","","G4","SH","","","Rare List"
"VAS","Scleria minor","Slender Nutrush","<i>Scleria minor</i> W. Stone","","","G4","S2","","","Rare List"
"VAS","Scleria verticillata","Whorled Nutrush","<i>Scleria verticillata</i> Muhl. ex Willd.","","","G5","S2","","","Rare List"
"VAS","Sclerolepis uniflora","One-flowered sclerolepis","<i>Sclerolepis uniflora</i> (Walt.) B.S.P.","","","G3","S1","","","Rare List"
"VAS","Scutellaria galericulata","Hooded Skullcap","<i>Scutellaria galericulata</i> L.","<i>Scutellaria epilobiifolia</i>","","G5","S1","","","Rare List"
"VAS","Scutellaria incana","Hoary Skullcap","<i>Scutellaria incana</i> Biehler","","","G5","S2","","","Rare List"
"VAS","Scutellaria parvula","Dwarf Skullcap","<i>Scutellaria parvula</i> Michx.","","","G5","S1","","","Rare List"
"VAS","Sedum pulchellum","Widow's-cross","<i>Sedum pulchellum</i> Michx.","","","G5","S1","","","Rare List"
"VAS","Senecio suaveolens","Sweet-scented Indian-plantain","<i>Senecio suaveolens</i> (Linnaeus) Elliot","<i>Hasteola suaveolens</i>","","G4","S2","","","Rare List"
"VAS","Seymeria cassioides","Senna seymeria","<i>Seymeria cassioides</i> (J.F. Gmel.) Blake","","","G5","S1S2","","","Rare List"
"VAS","Sibbaldiopsis tridentata","Three-toothed Cinquefoil","<i>Sibbaldiopsis tridentata</i> (Ait.) Rydb.","<i>Potentilla tridentata</i>","","G5","S2","","","Rare List"
"VAS","Sida elliottii var. elliottii","Elliott's sida","<i>Sida elliottii</i> Torr. & Gray var. <i>elliottii</i>","","Virginia material is referrable to <i>Sida inflexa</i> Fern., but treated here as an anomalous form of <i>S. elliottii</i> var. <i>elloittii.</i>","G4G5TNR","S1","","","Rare List"
"VAS","Silene nivea","Snowy Campion","<i>Silene nivea</i> (Nutt.) Muhl. ex Otth","","","G4?","S1","","","Rare List"
"VAS","Silene ovata","Mountain catchfly","<i>Silene ovata</i> Pursh","","","G3","S1","","","Rare List"
"VAS","Silene rotundifolia","Round-leaf catchfly","<i>Silene rotundifolia</i> Nutt.","","","G4","S2","","","Rare List"
"VAS","Silphium terebinthinaceum","Prairie rosin weed","<i>Silphium terebinthinaceum</i> Jacq.","","","G4G5","S1","","","Rare List"
"VAS","Sisyrinchium albidum","White Blue-eyed-grass","<i>Sisyrinchium albidum</i> Raf.","","","G5?","S2","","","Rare List"
"VAS","Smilax ecirrata","Upright carrion-flower","<i>Smilax ecirrata</i> (Engelm. ex Kunth) S. Wats.","","","G5","S1","","","Rare List"
"NB","Solenostoma appalachianum","A liverwort","<i>Solenostoma appalachianum</i> R. M. Schust. ex Bakalin","<i>Solenostoma pyriflorum</i>","","GNR","SH","","","Rare List"
"VAS","Solidago lancifolia","Lance-leaf Goldenrod","<i>Solidago lancifolia</i> Torr. & Gray","","Under <i>S. curtissii</i> Torr. & Gray in Kartesz (1999) Radford et al. (1968). Recent research has affirmed taxonomic status and rarity","G2","S1","","","Rare List"
"VAS","Solidago latissimifolia","Elliott's goldenrod","<i>Solidago latissimifolia</i> P. Mill.","<i>Solidago elliottii</i>","","G4","S2","","","Rare List"
"VAS","Solidago racemosa","Sticky Goldenrod","<i>Solidago racemosa</i> Greene","<i>Solidago simplex</i> ssp. <i>randii</i> var. <i>racemosa</i>, <i>Solidago simplex</i> var. <i>racemosa</i>","","G5T3?","S1","","","Rare List"
"VAS","Solidago randii","Rand's Goldenrod","<i>Solidago randii</i> (Porter) Britt.","<i>Solidago simplex</i> ssp. <i>randii</i> var. <i>randii</i>, <i>Solidago simplex</i> var. <i>randii</i>","","G5T4","S2","","","Rare List"
"VAS","Solidago rigida var. glabrata","Southeastern stiff goldenrod","<i>Solidago rigida</i> L. var. <i>glabrata</i> E.L. Braun","<i>Oligoneuron rigidum</i> var. <i>glabratum</i>","","G5T3T4","S1","","","Rare List"
"VAS","Solidago rigida var. rigida","Stiff Goldenrod","<i>Solidago rigida</i> L. var. <i>rigida</i>","<i>Oligoneuron rigidum</i> var. <i>rigidum</i>","","G5T5","S2","","","Rare List"
"VAS","Solidago rupestris","Riverbank goldenrod","<i>Solidago rupestris</i> Raf.","","Under <i>S. altissima</i> L. in Radford et al. (1968)","G4?","S1","","","Rare List"
"VAS","Solidago salicina","Southern rough-leaved Goldenrod","<i>Solidago salicina</i> Ell.","<i>Solidago patula</i> var. <i>strictula</i>","","G5T4","SH","","","Rare List"
"VAS","Solidago stricta","Pine barren bog goldenrod","<i>Solidago stricta</i> Ait.","","Includes <i>S. gracillima</i> Torr. &amp; Gray,<i> S. perlonga</i> Fern.","G5","S1","","","Rare List"
"VAS","Solidago tortifolia","Twisted-leaf goldenrod","<i>Solidago tortifolia</i> Ell.","","","G4G5","S1","","","Rare List"
"VAS","Solidago uliginosa var. uliginosa","Bog Goldenrod","<i>Solidago uliginosa</i> Nutt. var. <i>uliginosa</i>","","All Virginia <i>S. uliginosa</i> is var. <i>uliginosa</i>","G5T5","S2","","","Rare List"
"VAS","Sparganium acaule","Narrow-leaf bur-reed","<i>Sparganium acaule</i> (Beeby ex Macoun) Rydberg","<i>Sparganium emersum</i>","","G5T5","S1","","","Rare List"
"VAS","Spartina pectinata","Freshwater Cordgrass","<i>Spartina pectinata</i> Link","","","G5","S2","","","Rare List"
"VAS","Spermacoce glabra","Smooth false buttonweed","<i>Spermacoce glabra</i> Michx.","","","G4G5","S1","","","Rare List"
"VAS","Spermolepis divaricata","Rough-fruit scale-seed","<i>Spermolepis divaricata</i> (Walt.) Raf. ex Ser.","","","GNR","S1?","","","Rare List"
"NB","Sphagnum angustifolium","Narrowleaf Peatmoss","<i>Sphagnum angustifolium</i> (C. Jens. ex Russ.) C. Jens. in Tolf","","","G5","S1S2","","","Rare List"
"NB","Sphagnum contortum","A peatmoss","<i>Sphagnum contortum</i> Schultz","","","G5","S1","","","Rare List"
"NB","Sphagnum fuscum","Brown Peatmoss","<i>Sphagnum fuscum</i> (Schimp.) Klinggr.","","","G5","SH","","","Rare List"
"NB","Sphagnum girgensohnii","Girgensohn's Peatmoss","<i>Sphagnum girgensohnii</i> Russ.","","","G5","S1S2","","","Rare List"
"NB","Sphagnum macrophyllum var. macrophyllum","Large-leaf Peatmoss","<i>Sphagnum macrophyllum</i> Brid. var. <i>macrophyllum</i>","","","G5T3?","S2","","","Rare List"
"NB","Sphagnum portoricense","Puerto Rico Peatmoss","<i>Sphagnum portoricense</i> Hampe","","","G5","S1","","","Rare List"
"NB","Sphagnum rubellum","Red Peatmoss","<i>Sphagnum rubellum</i> Wils.","","","G5","S2","","","Rare List"
"NB","Sphenolobopsis pearsonii","Horsehair threadwort","<i>Sphenolobopsis pearsonii</i> (Spruce) Schust.","","","G4","S1","","","Rare List"
"NB","Sphenolobus minutus","Comb notchwort","<i>Sphenolobus minutus</i> (Schreb. ex D. Crantz) Berggr.","<i>Anastrophyllum minutum</i>","","G5","S1","","","Rare List"
"VAS","Sphenopholis filiformis","Long-leaf wedgegrass","<i>Sphenopholis filiformis</i> (Chapman) Scribn.","","","G4","S1","","","Rare List"
"VAS","Spiraea virginiana","Virginia Spiraea","<i>Spiraea virginiana</i> Britt.","","","G2?","S1","LT","LE","Rare List"
"VAS","Spiranthes bightensis","Atlantic Ladies'-tresses","<i>Spiranthes bightensis</i> M.C. Pace","","","G1","S1","","","Rare List"
"VAS","Spiranthes eatonii","Eaton's Ladies'-tresses","<i>Spiranthes eatonii</i> Ames ex P.M. Brown","","","G3Q","S1","","","Rare List"
"VAS","Spiranthes laciniata","Lace-lip Ladies'-tresses","<i>Spiranthes laciniata</i> (Small) Ames","","","G4G5","SH","","","Rare List"
"VAS","Spiranthes lucida","Shining Ladies'-tresses","<i>Spiranthes lucida</i> (H.H. Eat.) Ames","","","G4","S1S2","","","Rare List"
"VAS","Spiranthes magnicamporum","Great Plains Ladies'-tresses","<i>Spiranthes magnicamporum</i> Sheviak","","","G3G4","S1","","","Rare List"
"VAS","Spiranthes praecox","Grass-leaved Ladies'-tresses","<i>Spiranthes praecox</i> (Walt.) S. Wats.","","","G5","S1","","","Rare List"
"VAS","Sporobolus compositus var. compositus","Tall dropseed","<i>Sporobolus compositus</i> (Poir.) Merr. var. <i>compositus</i>","<i>Sporobolus asper</i>","All Virginia <i>S. compositus</i> is var. <i>compositus</i>","G5T5","S2","","","Rare List"
"VAS","Sporobolus heterolepis","Prairie dropseed","<i>Sporobolus heterolepis</i> (Gray) Gray","","","G5","S1","","","Rare List"
"VAS","Sporobolus junceus","Purple dropseed","<i>Sporobolus junceus</i> (Beauv.) Kunth","","","G5","S1","","","Rare List"
"VAS","Sporobolus neglectus","Small Dropseed","<i>Sporobolus neglectus</i> Nash","","","G5","S1","","","Rare List"
"VAS","Sporobolus ozarkanus","Ozark dropseed","<i>Sporobolus ozarkanus</i> Fern","","","G5T5?","S1","","","Rare List"
"VAS","Stachys appalachiana","Appalachian Hedge-nettle","<i>Stachys appalachiana</i> D.B. Poindexter &amp; J.B. Nelson","","","G1G2","S1","","","Rare List"
"VAS","Stachys arenicola","Hairy hedge-nettle","<i>Stachys arenicola</i> Britt.","","","G5T5","S1","","","Rare List"
"VAS","Stachys aspera","Rough Hedge-nettle","<i>Stachys aspera</i> Michx.","<i>Stachys hyssopifolia</i> var. <i>ambigua</i>","","G4?","S2","","","Rare List"
"VAS","Stachys eplingii","Epling's Hedge-nettle","<i>Stachys eplingii</i> J. Nelson","","","G1G2","S1","","","Rare List"
"VAS","Stachys matthewsii","Yadkin hedge-nettle","<i>Stachys matthewsii</i> G.P. Fleming, J.B. Nelson, & J.F. Townsend","","","G1?","S1","","","Rare List"
"VAS","Steinchisma hians","Gaping Panic Grass","<i>Steinchisma hians</i> (Ell.) Nash","<i>Panicum hians</i>","","G5","S1","","","Rare List"
"VAS","Steironema hybridum","Lowland  loosestrife","<i>Steironema hybridum</i> (Michaux) Rafinesque ex B.D. Jackson","<i>Lysimachia hybrida</i>","","G5","S2","","","Rare List"
"VAS","Steironema quadriflorum","Prairie loosestrife","<i>Steironema quadriflorum</i> (Sims) A. S. Hitchc.","<i>Lysimachia quadriflora</i>","","G5?","S1","","","Rare List"
"VAS","Steironema radicans","Trailing Loosestrife","<i>Steironema radicans</i> (Hooker) A. Gray","<i>Lysimachia radicans</i>","","G4G5","SH","","","Rare List"
"VAS","Stellaria alsine","Bog chickweed","<i>Stellaria alsine</i> Grimm","","","G5","S1","","","Rare List"
"VAS","Stenanthium densum","Dense-flowered camas","<i>Stenanthium densum</i> (Desrousseaux) Zomlefer &amp; Judd","","","G5","S1","","","Rare List"
"VAS","Stenanthium leimanthoides","Pinebarrens death-camas","<i>Stenanthium leimanthoides</i> (Gray) Zomlefer & Judd","","","G2","S1","","","Rare List"
"NL","Stereocaulon glaucescens","Bony foam lichen","<i>Stereocaulon glaucescens</i> Tuck.","","","G4G5","S2?","","","Rare List"
"VAS","Stewartia ovata","Mountain Camellia","<i>Stewartia ovata</i> (Cav.) Weatherby","","","G4","S2","","","Rare List"
"VAS","Stillingia sylvatica ssp. sylvatica","Queen's-delight","<i>Stillingia sylvatica</i> Garden ex L. ssp. <i>sylvatica</i>","","","G5T5","S1","","","Rare List"
"VAS","Stipulicida setacea","Pineland scalypink","<i>Stipulicida setacea</i> Michx.","","","G4G5","S1","","","Rare List"
"VAS","Streptopus amplexifolius","White Mandarin","<i>Streptopus amplexifolius</i> (L.) DC.","","","G5","S1","","","Rare List"
"VAS","Stylophorum diphyllum","Celandine Poppy","<i>Stylophorum diphyllum</i> (Michx.) Nutt.","","","G5","S2","","","Rare List"
"VAS","Sullivantia sullivantii","Sullivantia","<i>Sullivantia sullivantii</i> (Torr. & Gray) Britt.","","","G4","S1","","","Rare List"
